Fiscal _Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2013,2016,35-44,0,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2013,2016,45-54,526,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,D Felony,Drug,Drug Possession
2013,2016,25-34,959,Paroled w/Immediate Discharge,Black - Non-Hispanic,Male,C Felony,Violent,Robbery,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,35-44,792,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,D Felony,Drug,Drug Possession
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Female,Aggravated Misdemeanor,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,72,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,Yes,New,Aggravated Misdemeanor,Property,Theft
2013,2016,25-34,181,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,Tech,0,0,0
2013,2016,25-34,607,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,New,C Felony,Drug,Trafficking
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,Under 25,385,Parole Granted,American Indian or Alaska Native - Non-Hispanic,Male,C Felony,Property,Theft,Yes,Tech,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,45-54,761,Parole Granted,White - Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,Under 25,267,Released to Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,0,0,0
2013,2016,45-54,439,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,Tech,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,25-34,565,Parole Granted,White - Non-Hispanic,Female,D Felony,Drug,Drug Possession,Yes,New,D Felony,Drug,Drug Possession
2013,2016,35-44,553,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Aggravated Misdemeanor,Violent,Assault
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,Under 25,831,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Drug,Trafficking
2013,2016,Under 25,177,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,C Felony,Violent,Assault
2013,2016,35-44,644,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,Under 25,0,Paroled to Detainer - INS,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,Under 25,210,Parole Granted,White - Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,35-44,0,Released to Special Sentence,American Indian or Alaska Native - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,Under 25,477,Parole Granted,White - Non-Hispanic,Male,D Felony,Violent,Sex,Yes,Tech,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,35-44,0,Paroled to Detainer - INS,Asian or Pacific Islander - Non-Hispanic,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2013,2016,55 and Older,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,25-34,459,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Aggravated Misdemeanor,Violent,Assault
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,Under 25,211,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,Tech,0,0,0
2013,2016,25-34,385,Parole Granted,White - Non-Hispanic,Male,D Felony,Violent,Sex,Yes,New,Aggravated Misdemeanor,Violent,Assault
2013,2016,45-54,749,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,35-44,505,Released to Special Sentence,White - Non-Hispanic,Male,C Felony,Violent,Sex,Yes,Tech,0,0,0
2013,2016,25-34,453,Released to Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,Tech,0,0,0
2013,2016,Under 25,460,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,Yes,New,Aggravated Misdemeanor,Property,Theft
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2013,2016,Under 25,151,Parole Granted,Black - Non-Hispanic,Female,D Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,35-44,352,Parole Granted,Black - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,Under 25,0,Parole Granted,White - Hispanic,Male,C Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Hispanic,Male,C Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2013,2016,Under 25,116,Released to Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Vandalism,No,No Recidivism,0,0,0
2013,2016,25-34,304,Released to Special Sentence,White - Non-Hispanic,Male,Special Sentence 2005,Violent,Sex,Yes,Tech,0,0,0
2013,2016,25-34,556,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Aggravated Misdemeanor,Property,Burglary
2013,2016,35-44,177,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Special Sentence 2005,Violent,Sex
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2013,2016,25-34,699,Parole Granted,Black - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,New,D Felony,Public Order,OWI
2013,2016,35-44,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,Serious Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,25-34,0,Paroled w/Immediate Discharge,American Indian or Alaska Native - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2013,2016,25-34,883,Released to Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,0,0,0
2013,2016,25-34,318,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,35-44,442,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,Yes,New,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,Under 25,102,Released to Special Sentence,White - Non-Hispanic,Male,C Felony,Violent,Sex,Yes,Tech,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,Under 25,134,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,35-44,988,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,D Felony,Property,Burglary,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,Under 25,224,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,Yes,Tech,0,0,0
2013,2016,25-34,370,Parole Granted,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,45-54,0,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Arson,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,145,Parole Granted,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,45-54,899,Paroled to Detainer - Iowa,Black - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,D Felony,Drug,Other Drug
2013,2016,25-34,0,Parole Granted,American Indian or Alaska Native - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,B Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,55 and Older,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,55 and Older,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,55 and Older,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,35-44,0,Paroled to Detainer - Out of State,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,25-34,0,Released to Special Sentence,White - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,Under 25,525,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,C Felony,Property,Theft
2013,2016,25-34,351,Parole Granted,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,35-44,0,Paroled to Detainer - INS,White - Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,25-34,86,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,D Felony,Drug,Drug Possession
2013,2016,35-44,442,Parole Granted,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,White - Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,Black - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Female,B Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,35-44,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,35-44,63,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Other Drug,Yes,Tech,0,0,0
2013,2016,25-34,562,Parole Granted,White - Non-Hispanic,Male,C Felony,Violent,Assault,Yes,Tech,0,0,0
2013,2016,45-54,0,Parole Granted,American Indian or Alaska Native - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,35-44,48,Parole Granted,Black - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,Tech,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,35-44,818,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,Female,D Felony,Public Order,OWI,Yes,New,D Felony,Public Order,Traffic
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2013,2016,35-44,301,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2013,2016,Under 25,583,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,New,C Felony,Property,Burglary
2013,2016,25-34,293,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,Yes,New,D Felony,Public Order,Traffic
2013,2016,35-44,0,Parole Granted,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,Black - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,Black - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2013,2016,45-54,161,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,25-34,584,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,25-34,1057,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,0,0,0
2013,2016,45-54,549,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Serious Misdemeanor,Property,Theft,Yes,New,Serious Misdemeanor,Violent,Assault
2013,2016,35-44,20,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,Yes,Tech,0,0,0
2013,2016,55 and Older,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,Black - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,25-34,387,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,35-44,0,Paroled to Detainer - U.S. Marshall,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2013,2016,25-34,615,Parole Granted,White - Non-Hispanic,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,25-34,153,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,Yes,New,Serious Misdemeanor,Property,Theft
2013,2016,25-34,1086,Parole Granted,White - Non-Hispanic,Female,B Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,Under 25,271,Parole Granted,Black - Non-Hispanic,Male,C Felony,Violent,Assault,Yes,New,C Felony,Violent,Robbery
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,25-34,434,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,35-44,0,Parole Granted,Black - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,25-34,550,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,45-54,0,Paroled w/Immediate Discharge,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,25-34,300,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,C Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,C Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2013,2016,35-44,0,Paroled w/Immediate Discharge,Black - Non-Hispanic,Male,C Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,35-44,0,Paroled w/Immediate Discharge,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,No Recidivism,0,0,0
2013,2016,25-34,255,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Other,Other Criminal,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
