Gender,Race,Age_at_Release,Supervision_Risk_Score_First,Education_Level,Dependents,Prison_Offense,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Recidivism_Within_3years
F,WHITE,23-27,4,At least some college,0,1,2,0,1,0,0,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE
M,WHITE,23-27,10,Less than HS diploma,0,2,5,4,0,5 or more,1,FALSE,1,2,TRUE,2,0,FALSE,FALSE,TRUE
M,BLACK,33-37,8,High School Diploma,3 or more,2,7,0,2,2,2,TRUE,1,0,FALSE,0,0,FALSE,FALSE,TRUE
M,BLACK,43-47,5,High School Diploma,3 or more,0,7,6 or more,1,1,3,FALSE,2,4 or more,FALSE,1,1,TRUE,FALSE,FALSE
M,WHITE,43-47,10,High School Diploma,1,1,10 or more,6 or more,3 or more,5 or more,1,TRUE,3 or more,4 or more,TRUE,3 or more,1,TRUE,FALSE,TRUE
M,BLACK,28-32,8,Less than HS diploma,3 or more,3,2,3,2,0,0,TRUE,0,2,TRUE,0,0,FALSE,TRUE,TRUE
M,BLACK,23-27,9,High School Diploma,1,1,1,1,1,0,0,TRUE,0,1,TRUE,0,0,FALSE,FALSE,TRUE
M,WHITE,43-47,4,Less than HS diploma,2,2,7,6 or more,1,3,4,FALSE,3 or more,3,FALSE,2,0,TRUE,FALSE,FALSE
M,WHITE,33-37,8,High School Diploma,0,2,10 or more,6 or more,2,5 or more,0,FALSE,3 or more,2,TRUE,3 or more,0,FALSE,FALSE,TRUE
M,WHITE,28-32,7,Less than HS diploma,3 or more,2,7,6 or more,3 or more,3,1,FALSE,3 or more,4 or more,TRUE,3 or more,0,TRUE,TRUE,TRUE
F,WHITE,38-42,8,High School Diploma,1,0,10 or more,5,2,5 or more,3,FALSE,3 or more,2,FALSE,2,2 or more,TRUE,FALSE,FALSE
M,WHITE,23-27,6,High School Diploma,0,2,5,3,0,3,0,FALSE,0,0,FALSE,1,0,FALSE,FALSE,TRUE
M,BLACK,28-32,7,At least some college,1,2,2,0,0,1,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,TRUE
M,WHITE,23-27,7,High School Diploma,3 or more,3,1,0,1,0,0,FALSE,0,0,TRUE,0,0,FALSE,FALSE,FALSE
F,BLACK,48 or older,9,At least some college,3 or more,2,5,0,0,4,0,FALSE,1,0,FALSE,2,0,TRUE,FALSE,TRUE
M,WHITE,43-47,4,At least some college,3 or more,2,10 or more,6 or more,1,5 or more,0,FALSE,3 or more,0,FALSE,3 or more,0,TRUE,FALSE,TRUE
F,BLACK,48 or older,7,High School Diploma,0,2,10 or more,6 or more,3 or more,5 or more,0,FALSE,3 or more,4 or more,TRUE,3 or more,0,TRUE,FALSE,TRUE
M,WHITE,33-37,8,High School Diploma,1,3,8,6 or more,3 or more,4,0,TRUE,2,2,TRUE,3 or more,0,FALSE,TRUE,FALSE
M,WHITE,38-42,10,Less than HS diploma,3 or more,2,10 or more,5,2,5 or more,1,FALSE,3 or more,1,TRUE,3 or more,2 or more,FALSE,FALSE,TRUE
M,BLACK,43-47,5,High School Diploma,0,2,3,6 or more,2,5 or more,0,FALSE,1,4 or more,TRUE,3 or more,0,TRUE,TRUE,TRUE
M,BLACK,28-32,4,Less than HS diploma,2,0,10 or more,6 or more,1,1,5 or more,TRUE,3 or more,2,FALSE,0,1,TRUE,FALSE,FALSE
M,BLACK,28-32,6,Less than HS diploma,3 or more,2,6,6 or more,3 or more,2,2,TRUE,3 or more,4 or more,TRUE,2,2 or more,TRUE,TRUE,FALSE
M,BLACK,23-27,10,Less than HS diploma,2,1,9,4,0,5 or more,1,TRUE,1,0,FALSE,0,1,FALSE,FALSE,FALSE
F,WHITE,48 or older,4,Less than HS diploma,2,2,10 or more,6 or more,2,5 or more,1,FALSE,3 or more,4 or more,TRUE,3 or more,0,FALSE,FALSE,FALSE
M,BLACK,18-22,7,Less than HS diploma,0,2,3,0,0,3,0,FALSE,0,0,FALSE,1,0,FALSE,FALSE,TRUE
F,WHITE,43-47,6,Less than HS diploma,3 or more,0,7,1,0,1,1,FALSE,2,0,FALSE,1,1,FALSE,FALSE,FALSE
M,WHITE,28-32,10,Less than HS diploma,0,2,8,6 or more,2,4,1,FALSE,3 or more,3,TRUE,3 or more,0,TRUE,FALSE,FALSE
M,BLACK,33-37,8,High School Diploma,2,0,7,1,3 or more,1,3,TRUE,2,1,TRUE,0,2 or more,FALSE,FALSE,TRUE
M,BLACK,23-27,8,Less than HS diploma,2,5,3,1,0,0,3,TRUE,0,0,FALSE,0,2 or more,FALSE,FALSE,FALSE
M,BLACK,43-47,8,High School Diploma,0,2,10 or more,6 or more,0,5 or more,2,TRUE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,TRUE
M,BLACK,48 or older,3,At least some college,1,2,10 or more,6 or more,1,5 or more,1,FALSE,3 or more,4 or more,TRUE,3 or more,1,FALSE,TRUE,TRUE
M,BLACK,38-42,3,At least some college,3 or more,1,2,0,0,0,0,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE
F,BLACK,23-27,6,High School Diploma,3 or more,3,2,1,3 or more,0,0,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE
M,WHITE,38-42,5,High School Diploma,0,2,4,1,3 or more,0,2,FALSE,0,0,FALSE,0,1,TRUE,FALSE,FALSE
M,BLACK,48 or older,1,Less than HS diploma,0,3,3,5,3 or more,2,0,FALSE,3 or more,3,TRUE,1,0,FALSE,FALSE,TRUE
M,WHITE,23-27,9,Less than HS diploma,0,2,7,4,0,2,3,FALSE,1,3,FALSE,1,2 or more,TRUE,FALSE,FALSE
M,BLACK,38-42,5,High School Diploma,3 or more,0,6,5,3 or more,0,4,FALSE,0,3,FALSE,0,2 or more,FALSE,FALSE,TRUE
M,WHITE,28-32,8,High School Diploma,0,2,4,4,0,2,3,FALSE,2,0,FALSE,2,2 or more,FALSE,FALSE,TRUE
M,WHITE,43-47,4,High School Diploma,0,2,10 or more,6 or more,2,5 or more,1,FALSE,2,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE
M,BLACK,23-27,10,High School Diploma,3 or more,2,1,0,1,0,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,TRUE
M,WHITE,28-32,7,Less than HS diploma,3 or more,1,3,0,1,1,0,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE
M,BLACK,43-47,4,High School Diploma,2,1,10 or more,0,1,2,3,TRUE,2,0,FALSE,0,1,TRUE,FALSE,FALSE
M,BLACK,48 or older,1,Less than HS diploma,1,3,10 or more,6 or more,3 or more,5 or more,5 or more,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,FALSE,FALSE,TRUE
M,WHITE,48 or older,,High School Diploma,0,2,10 or more,6 or more,0,5 or more,3,FALSE,3 or more,4 or more,FALSE,3 or more,2 or more,TRUE,FALSE,TRUE
F,WHITE,38-42,4,Less than HS diploma,2,3,5,6 or more,1,2,5 or more,FALSE,2,4 or more,TRUE,1,0,TRUE,FALSE,FALSE
M,BLACK,23-27,7,High School Diploma,2,2,4,4,1,1,1,FALSE,0,4 or more,TRUE,1,1,FALSE,TRUE,TRUE
F,WHITE,23-27,7,High School Diploma,2,0,6,6 or more,1,4,5 or more,FALSE,0,4 or more,FALSE,1,2 or more,TRUE,FALSE,TRUE
M,BLACK,48 or older,2,High School Diploma,2,2,10 or more,6 or more,0,5 or more,1,FALSE,3 or more,2,FALSE,3 or more,0,FALSE,FALSE,FALSE
M,BLACK,33-37,6,Less than HS diploma,0,3,2,1,2,0,0,TRUE,1,0,TRUE,0,0,FALSE,FALSE,FALSE
M,BLACK,23-27,7,Less than HS diploma,0,3,4,1,1,2,2,TRUE,1,0,TRUE,1,0,FALSE,FALSE,TRUE
M,BLACK,23-27,6,High School Diploma,1,1,5,2,1,1,2,TRUE,2,1,FALSE,0,1,FALSE,FALSE,TRUE
M,BLACK,33-37,6,Less than HS diploma,2,5,10 or more,6 or more,3 or more,1,5 or more,FALSE,2,4 or more,TRUE,1,2 or more,FALSE,FALSE,FALSE
M,BLACK,23-27,9,Less than HS diploma,0,2,8,1,0,4,1,FALSE,2,0,FALSE,2,0,FALSE,FALSE,TRUE
M,BLACK,38-42,7,At least some college,3 or more,5,1,0,0,0,1,FALSE,0,0,FALSE,0,1,FALSE,FALSE,FALSE
M,BLACK,23-27,10,At least some college,0,3,1,0,1,0,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,TRUE
M,BLACK,23-27,7,Less than HS diploma,0,4,1,2,0,0,1,FALSE,0,1,FALSE,0,0,FALSE,FALSE,TRUE
M,WHITE,23-27,6,High School Diploma,1,2,6,6 or more,1,1,1,FALSE,1,3,TRUE,0,0,FALSE,FALSE,TRUE
M,WHITE,23-27,9,Less than HS diploma,3 or more,3,8,5,1,1,2,FALSE,3 or more,2,FALSE,1,1,FALSE,FALSE,TRUE
M,BLACK,23-27,5,High School Diploma,3 or more,3,4,0,1,0,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,TRUE
M,BLACK,48 or older,5,Less than HS diploma,3 or more,2,10 or more,6 or more,3 or more,5 or more,0,FALSE,3 or more,4 or more,TRUE,3 or more,0,TRUE,FALSE,TRUE
M,BLACK,23-27,7,At least some college,3 or more,3,3,0,1,1,0,FALSE,3 or more,0,TRUE,0,0,FALSE,FALSE,FALSE
M,BLACK,23-27,10,High School Diploma,0,2,3,1,1,2,0,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE
M,BLACK,43-47,4,At least some college,1,3,10 or more,6 or more,3 or more,5 or more,0,FALSE,3 or more,4 or more,TRUE,3 or more,0,TRUE,FALSE,FALSE
F,WHITE,28-32,5,At least some college,2,1,5,6 or more,1,5 or more,2,FALSE,2,4 or more,FALSE,3 or more,2 or more,FALSE,FALSE,TRUE
F,BLACK,33-37,9,At least some college,2,2,10 or more,6 or more,1,5 or more,0,FALSE,3 or more,4 or more,FALSE,3 or more,0,FALSE,FALSE,TRUE
M,BLACK,33-37,6,Less than HS diploma,2,2,10 or more,6 or more,0,5 or more,2,FALSE,3 or more,3,FALSE,3 or more,0,TRUE,FALSE,FALSE
F,BLACK,23-27,9,High School Diploma,0,2,4,0,0,3,0,FALSE,2,0,FALSE,1,0,TRUE,FALSE,TRUE
M,BLACK,38-42,5,Less than HS diploma,1,0,9,1,3 or more,0,5 or more,TRUE,2,1,TRUE,0,2 or more,FALSE,TRUE,FALSE
M,WHITE,28-32,9,At least some college,0,2,9,1,0,5 or more,3,FALSE,2,1,FALSE,1,1,FALSE,FALSE,TRUE
F,WHITE,33-37,8,Less than HS diploma,2,2,5,3,0,1,4,FALSE,1,1,FALSE,0,2 or more,FALSE,FALSE,FALSE
F,WHITE,48 or older,2,At least some college,0,0,3,1,0,0,3,FALSE,1,0,FALSE,0,2 or more,FALSE,FALSE,FALSE
M,WHITE,33-37,9,High School Diploma,0,5,10 or more,6 or more,1,5 or more,1,TRUE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,TRUE
M,BLACK,33-37,4,Less than HS diploma,3 or more,1,10 or more,6 or more,3 or more,4,5 or more,TRUE,3 or more,2,FALSE,0,2 or more,TRUE,FALSE,TRUE
M,WHITE,28-32,6,High School Diploma,1,3,8,6 or more,3 or more,3,0,TRUE,3 or more,3,TRUE,1,0,TRUE,TRUE,TRUE
F,WHITE,43-47,3,High School Diploma,3 or more,0,9,6 or more,1,5 or more,3,FALSE,2,4 or more,FALSE,3 or more,2 or more,TRUE,FALSE,TRUE
M,BLACK,23-27,7,At least some college,3 or more,5,4,3,0,0,3,TRUE,0,1,FALSE,0,1,FALSE,FALSE,FALSE
M,BLACK,48 or older,3,High School Diploma,2,4,6,0,0,2,1,FALSE,3 or more,0,FALSE,2,0,FALSE,FALSE,FALSE
M,WHITE,23-27,9,Less than HS diploma,0,3,7,6 or more,1,2,2,FALSE,3 or more,4 or more,TRUE,2,0,TRUE,FALSE,TRUE
M,BLACK,28-32,10,High School Diploma,1,0,3,2,0,0,4,FALSE,0,1,FALSE,0,2 or more,TRUE,FALSE,FALSE
M,BLACK,33-37,8,Less than HS diploma,3 or more,2,10 or more,6 or more,2,2,2,FALSE,0,4 or more,TRUE,0,0,TRUE,FALSE,TRUE
M,WHITE,38-42,4,High School Diploma,0,1,10 or more,6 or more,1,5 or more,0,TRUE,3 or more,2,TRUE,3 or more,0,FALSE,FALSE,TRUE
M,WHITE,28-32,7,High School Diploma,1,3,2,6 or more,2,0,3,FALSE,1,2,TRUE,0,2 or more,FALSE,FALSE,TRUE
M,WHITE,28-32,7,Less than HS diploma,0,0,7,2,0,0,2,FALSE,3 or more,3,FALSE,0,2 or more,TRUE,FALSE,TRUE
M,BLACK,48 or older,2,Less than HS diploma,3 or more,5,10 or more,6 or more,0,3,5 or more,TRUE,2,4 or more,FALSE,0,2 or more,FALSE,FALSE,FALSE
M,WHITE,23-27,8,Less than HS diploma,3 or more,0,3,6 or more,1,1,4,FALSE,0,1,FALSE,0,1,FALSE,FALSE,TRUE
M,BLACK,23-27,10,High School Diploma,0,2,4,0,1,3,0,FALSE,1,0,TRUE,2,0,FALSE,FALSE,TRUE
M,BLACK,23-27,9,Less than HS diploma,2,0,6,2,0,0,5 or more,FALSE,1,2,FALSE,0,2 or more,FALSE,FALSE,TRUE
M,WHITE,28-32,9,Less than HS diploma,0,2,8,6 or more,0,5 or more,0,FALSE,1,4 or more,FALSE,3 or more,0,FALSE,FALSE,TRUE
M,BLACK,48 or older,2,Less than HS diploma,1,3,10 or more,6 or more,3 or more,5 or more,4,FALSE,3 or more,2,TRUE,1,1,FALSE,FALSE,FALSE
M,WHITE,28-32,,High School Diploma,0,2,8,6 or more,0,5 or more,3,TRUE,1,1,FALSE,2,2 or more,FALSE,FALSE,TRUE
M,WHITE,38-42,5,High School Diploma,1,0,10 or more,6 or more,2,5 or more,2,TRUE,3 or more,4 or more,TRUE,1,2 or more,FALSE,TRUE,TRUE
F,WHITE,28-32,10,Less than HS diploma,3 or more,0,10 or more,1,0,4,3,FALSE,3 or more,0,FALSE,0,2 or more,TRUE,FALSE,FALSE
M,WHITE,48 or older,2,Less than HS diploma,0,1,2,0,0,1,0,FALSE,1,0,FALSE,2,0,FALSE,FALSE,TRUE
M,BLACK,23-27,6,At least some college,1,0,3,4,0,0,5 or more,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE
M,BLACK,23-27,5,High School Diploma,0,3,6,0,2,4,0,FALSE,2,0,TRUE,1,0,FALSE,FALSE,FALSE
M,BLACK,23-27,10,Less than HS diploma,0,3,4,3,3 or more,2,1,FALSE,0,1,TRUE,1,1,FALSE,FALSE,TRUE
M,BLACK,48 or older,4,High School Diploma,2,2,3,1,0,2,0,FALSE,1,1,TRUE,1,0,FALSE,FALSE,FALSE
F,WHITE,33-37,8,High School Diploma,2,0,6,6 or more,1,2,3,FALSE,3 or more,3,TRUE,1,2 or more,TRUE,FALSE,FALSE
M,WHITE,48 or older,5,Less than HS diploma,0,2,10 or more,6 or more,2,5 or more,1,FALSE,3 or more,4 or more,TRUE,3 or more,0,FALSE,TRUE,FALSE
M,BLACK,28-32,6,High School Diploma,0,1,6,1,1,1,1,FALSE,0,0,FALSE,1,1,FALSE,FALSE,FALSE
M,BLACK,23-27,9,Less than HS diploma,0,3,5,1,3 or more,2,0,FALSE,1,0,TRUE,1,0,FALSE,FALSE,TRUE
M,WHITE,23-27,5,Less than HS diploma,1,4,1,2,1,0,0,FALSE,0,2,FALSE,0,0,FALSE,FALSE,TRUE
M,BLACK,23-27,8,Less than HS diploma,0,3,2,0,1,1,0,TRUE,0,0,TRUE,0,0,FALSE,FALSE,TRUE
M,WHITE,33-37,8,Less than HS diploma,1,3,9,6 or more,3 or more,4,0,FALSE,3 or more,4 or more,TRUE,3 or more,0,TRUE,TRUE,TRUE
M,WHITE,28-32,5,Less than HS diploma,1,2,4,5,0,4,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE
M,WHITE,23-27,6,High School Diploma,0,4,1,0,1,0,0,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE
M,WHITE,48 or older,8,Less than HS diploma,1,1,10 or more,6 or more,0,5 or more,3,TRUE,3 or more,3,FALSE,2,2 or more,TRUE,FALSE,FALSE
M,BLACK,23-27,8,At least some college,0,0,3,6 or more,0,0,5 or more,FALSE,1,3,FALSE,0,2 or more,FALSE,FALSE,TRUE
M,BLACK,48 or older,7,High School Diploma,3 or more,0,10 or more,6 or more,1,2,5 or more,TRUE,3 or more,3,FALSE,1,2 or more,FALSE,TRUE,FALSE
M,BLACK,28-32,,High School Diploma,2,2,10 or more,6 or more,3 or more,5 or more,4,FALSE,3 or more,2,FALSE,3 or more,2 or more,FALSE,TRUE,TRUE
M,BLACK,28-32,6,Less than HS diploma,2,5,9,6 or more,1,1,5 or more,FALSE,3 or more,4 or more,TRUE,0,2 or more,TRUE,FALSE,TRUE
M,BLACK,23-27,10,Less than HS diploma,2,2,8,2,0,3,1,TRUE,2,3,FALSE,2,2 or more,FALSE,FALSE,FALSE
M,WHITE,33-37,4,High School Diploma,0,5,10 or more,6 or more,0,0,5 or more,TRUE,3 or more,4 or more,FALSE,0,2 or more,TRUE,FALSE,TRUE
M,WHITE,23-27,8,Less than HS diploma,0,2,8,0,1,4,0,FALSE,3 or more,1,TRUE,2,0,TRUE,FALSE,TRUE
M,BLACK,23-27,5,Less than HS diploma,0,2,9,6 or more,2,5 or more,1,FALSE,2,2,FALSE,3 or more,1,FALSE,FALSE,TRUE
M,BLACK,28-32,5,Less than HS diploma,2,0,8,3,1,0,4,FALSE,0,4 or more,TRUE,0,2 or more,FALSE,TRUE,TRUE
M,BLACK,28-32,9,High School Diploma,0,0,7,1,0,2,2,FALSE,0,1,FALSE,1,1,FALSE,FALSE,FALSE
M,WHITE,48 or older,2,Less than HS diploma,1,1,10 or more,6 or more,2,5 or more,5 or more,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,FALSE,TRUE
M,BLACK,28-32,6,High School Diploma,3 or more,3,4,4,2,1,2,FALSE,1,2,TRUE,1,1,FALSE,FALSE,TRUE
M,BLACK,28-32,7,Less than HS diploma,3 or more,3,6,3,3 or more,2,0,TRUE,0,2,FALSE,1,0,FALSE,FALSE,FALSE
M,WHITE,23-27,9,Less than HS diploma,0,2,8,3,0,5 or more,0,FALSE,0,0,FALSE,2,0,FALSE,FALSE,TRUE
M,WHITE,38-42,7,High School Diploma,0,1,10 or more,3,2,3,3,TRUE,3 or more,2,FALSE,1,1,TRUE,FALSE,TRUE
M,WHITE,33-37,10,Less than HS diploma,3 or more,1,10 or more,6 or more,2,5 or more,1,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,TRUE
F,WHITE,28-32,9,At least some college,3 or more,2,8,4,2,3,1,FALSE,1,1,TRUE,1,1,FALSE,FALSE,TRUE
M,WHITE,33-37,4,High School Diploma,3 or more,0,7,6 or more,3 or more,3,1,FALSE,2,4 or more,TRUE,2,1,TRUE,TRUE,TRUE
M,WHITE,23-27,8,High School Diploma,2,1,10 or more,4,2,1,4,FALSE,1,2,FALSE,1,1,FALSE,FALSE,TRUE
M,BLACK,33-37,1,High School Diploma,1,1,10 or more,6 or more,2,5 or more,2,FALSE,3 or more,4 or more,FALSE,2,1,FALSE,FALSE,TRUE
M,BLACK,23-27,9,Less than HS diploma,1,0,5,1,1,1,3,TRUE,1,0,FALSE,0,2 or more,FALSE,FALSE,FALSE
M,WHITE,48 or older,3,Less than HS diploma,2,2,7,6 or more,0,2,2,TRUE,2,3,FALSE,1,0,FALSE,FALSE,FALSE
M,BLACK,23-27,7,High School Diploma,2,2,7,4,0,4,1,FALSE,1,2,FALSE,3 or more,1,FALSE,FALSE,TRUE
M,BLACK,23-27,9,At least some college,3 or more,3,3,0,1,2,0,FALSE,0,0,TRUE,0,0,FALSE,FALSE,FALSE
M,WHITE,23-27,10,High School Diploma,0,1,9,6 or more,0,3,4,TRUE,0,3,FALSE,3 or more,1,TRUE,FALSE,TRUE
M,BLACK,33-37,6,High School Diploma,2,5,6,6 or more,0,0,5 or more,TRUE,1,3,FALSE,0,2 or more,FALSE,FALSE,TRUE
F,BLACK,48 or older,4,Less than HS diploma,0,2,10 or more,6 or more,1,5 or more,0,FALSE,2,1,FALSE,3 or more,0,FALSE,FALSE,TRUE
M,WHITE,43-47,8,High School Diploma,3 or more,1,10 or more,6 or more,2,3,2,FALSE,1,2,TRUE,1,1,TRUE,FALSE,TRUE
M,WHITE,28-32,6,At least some college,2,2,3,0,0,2,0,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE
M,BLACK,43-47,5,Less than HS diploma,0,2,10 or more,3,0,5 or more,0,FALSE,3 or more,1,FALSE,3 or more,0,FALSE,FALSE,FALSE
M,BLACK,23-27,8,High School Diploma,0,4,2,0,2,0,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE
M,WHITE,23-27,7,Less than HS diploma,2,3,1,0,1,0,0,FALSE,0,0,TRUE,0,0,FALSE,FALSE,TRUE
M,WHITE,23-27,7,At least some college,3 or more,4,2,0,1,1,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE
M,BLACK,23-27,10,At least some college,0,3,1,0,1,0,0,TRUE,0,0,FALSE,0,0,FALSE,FALSE,TRUE
M,BLACK,28-32,8,Less than HS diploma,0,0,5,6 or more,0,2,5 or more,FALSE,2,3,FALSE,0,2 or more,FALSE,FALSE,FALSE
M,BLACK,38-42,4,At least some college,3 or more,3,1,0,1,0,0,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE
M,BLACK,23-27,6,Less than HS diploma,0,3,1,1,1,1,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,TRUE
M,BLACK,38-42,5,High School Diploma,2,2,8,6 or more,1,3,0,FALSE,2,4 or more,FALSE,2,0,TRUE,FALSE,TRUE
M,BLACK,28-32,9,At least some college,3 or more,2,10 or more,4,2,5 or more,2,FALSE,1,0,FALSE,1,0,FALSE,FALSE,TRUE
M,BLACK,28-32,7,Less than HS diploma,1,3,4,2,1,1,2,FALSE,0,1,TRUE,1,2 or more,FALSE,FALSE,TRUE
M,WHITE,33-37,9,At least some college,1,2,8,6 or more,1,5 or more,4,FALSE,1,3,FALSE,3 or more,2 or more,FALSE,FALSE,TRUE
M,WHITE,48 or older,4,High School Diploma,3 or more,0,10 or more,6 or more,3 or more,5 or more,5 or more,FALSE,2,4 or more,FALSE,3 or more,1,FALSE,FALSE,TRUE
M,BLACK,33-37,7,Less than HS diploma,3 or more,3,10 or more,6 or more,2,2,5 or more,TRUE,0,4 or more,TRUE,0,1,TRUE,TRUE,TRUE
M,BLACK,23-27,6,Less than HS diploma,0,1,7,1,2,0,4,TRUE,3 or more,3,TRUE,0,2 or more,TRUE,TRUE,TRUE
M,BLACK,28-32,6,High School Diploma,1,3,6,1,2,0,4,FALSE,1,1,TRUE,0,2 or more,FALSE,FALSE,TRUE
M,WHITE,28-32,5,High School Diploma,0,5,6,1,0,0,3,FALSE,1,0,FALSE,0,1,FALSE,FALSE,TRUE
M,BLACK,33-37,7,High School Diploma,2,3,10 or more,1,2,2,5 or more,TRUE,3 or more,1,TRUE,0,2 or more,FALSE,FALSE,TRUE
M,WHITE,43-47,8,Less than HS diploma,3 or more,3,10 or more,6 or more,3 or more,5 or more,1,FALSE,3 or more,2,TRUE,3 or more,1,TRUE,FALSE,FALSE
M,BLACK,28-32,7,At least some college,3 or more,3,1,0,1,0,0,FALSE,0,0,TRUE,0,0,FALSE,FALSE,FALSE
M,BLACK,28-32,7,High School Diploma,0,1,10 or more,6 or more,1,5 or more,3,FALSE,1,4 or more,FALSE,1,2 or more,FALSE,FALSE,TRUE
M,BLACK,23-27,5,Less than HS diploma,3 or more,5,10 or more,6 or more,1,2,5 or more,TRUE,0,3,TRUE,0,2 or more,FALSE,FALSE,TRUE
M,WHITE,23-27,7,High School Diploma,2,0,6,4,0,2,1,FALSE,0,1,FALSE,2,0,FALSE,FALSE,TRUE
F,WHITE,38-42,4,Less than HS diploma,3 or more,0,2,2,0,3,1,FALSE,0,1,FALSE,1,1,FALSE,FALSE,FALSE
M,BLACK,23-27,5,Less than HS diploma,1,0,3,4,0,0,5 or more,TRUE,1,0,FALSE,0,1,FALSE,FALSE,TRUE
F,BLACK,28-32,9,At least some college,2,2,2,0,0,1,0,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE
M,WHITE,33-37,9,Less than HS diploma,1,0,8,1,0,5 or more,1,FALSE,2,0,FALSE,1,2 or more,FALSE,FALSE,TRUE
M,WHITE,43-47,7,Less than HS diploma,2,0,8,4,1,2,2,FALSE,3 or more,3,FALSE,1,1,TRUE,FALSE,FALSE
M,BLACK,28-32,8,Less than HS diploma,3 or more,5,9,6 or more,1,4,1,TRUE,3 or more,4 or more,FALSE,3 or more,2 or more,FALSE,FALSE,FALSE
M,BLACK,28-32,4,Less than HS diploma,3 or more,5,8,6 or more,2,1,5 or more,TRUE,1,3,TRUE,0,1,FALSE,FALSE,FALSE
M,WHITE,43-47,8,High School Diploma,1,0,4,1,2,0,2,TRUE,1,0,FALSE,0,2 or more,FALSE,FALSE,FALSE
M,WHITE,38-42,6,Less than HS diploma,3 or more,0,4,2,1,2,1,TRUE,1,1,TRUE,2,0,FALSE,TRUE,TRUE
M,WHITE,28-32,4,Less than HS diploma,1,3,3,1,1,1,0,TRUE,2,1,TRUE,1,0,FALSE,FALSE,TRUE
M,BLACK,23-27,8,Less than HS diploma,0,2,4,6 or more,0,5 or more,4,FALSE,3 or more,1,FALSE,3 or more,1,FALSE,FALSE,TRUE
M,WHITE,28-32,8,Less than HS diploma,0,2,6,6 or more,1,1,3,FALSE,0,3,TRUE,0,2 or more,TRUE,FALSE,FALSE
F,BLACK,23-27,8,High School Diploma,1,5,4,4,3 or more,0,0,FALSE,1,1,FALSE,1,0,FALSE,FALSE,FALSE
M,BLACK,28-32,10,Less than HS diploma,3 or more,2,10 or more,6 or more,2,3,5 or more,TRUE,1,2,TRUE,1,2 or more,FALSE,FALSE,TRUE
M,BLACK,48 or older,1,At least some college,1,2,10 or more,6 or more,0,5 or more,0,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE
M,BLACK,43-47,2,Less than HS diploma,0,4,4,2,2,1,0,FALSE,1,1,TRUE,0,0,FALSE,FALSE,FALSE
M,BLACK,23-27,8,Less than HS diploma,1,3,3,4,2,2,2,FALSE,0,2,TRUE,1,1,FALSE,FALSE,TRUE
M,WHITE,23-27,6,Less than HS diploma,1,3,5,6 or more,0,3,1,FALSE,0,2,FALSE,0,0,FALSE,FALSE,TRUE
M,BLACK,33-37,7,Less than HS diploma,2,2,9,6 or more,0,1,3,FALSE,2,4 or more,FALSE,1,1,TRUE,FALSE,TRUE
M,WHITE,38-42,4,At least some college,0,5,3,0,0,0,3,TRUE,1,1,FALSE,0,2 or more,FALSE,FALSE,FALSE
M,BLACK,28-32,7,High School Diploma,1,0,6,4,1,1,4,FALSE,3 or more,1,FALSE,1,2 or more,TRUE,FALSE,TRUE
M,WHITE,23-27,8,High School Diploma,0,2,7,1,0,5 or more,0,FALSE,0,0,FALSE,3 or more,0,FALSE,FALSE,TRUE
